McClain Cellars,CA,Red Blend: Syrah leading blend - $36.00 and Over,2020,Santa Ynez,,Quiet Storm,$65.00,Double Gold
McClain Cellars,CA,Cab Sauv - $80.00 - $99.99,2021,Santa Ynez Valley,Three Daughters,Cabernet Sauvignon,$85.00,Gold
McClain Cellars,CA,Pinot Noir - $70.00 and Over,2021,Santa Ynez Valley,Wings,Pinot Noir,$74.00,Gold
McClain Cellars,CA,Red Blend: Grenache leading blend,2021,Santa Ynez Valley,,Pride & Joy,$72.00,Silver
McConnell Estates Winery,CA,Merlot - $23.00 - $29.99,2021,Cosumnes River,Wackman Ranch,Merlot,$25.00,Gold
McConnell Estates Winery,CA,Petite Sirah - Up to - $32.99,2021,Cosumnes River,Wackman Ranch,Petite Syrah,$26.00,Silver
McConnell Estates Winery,CA,Red Blend: Barbera leading blend,2021,Cosumnes River,Wackman Ranch,Sheepherders Blend,$38.00,Silver
McConnell Estates Winery,CA,Zinfandel - $23.00 - $28.99,2021,Lodi,Wackman Ranch,Zinfandel,$28.00,Silver
McFadden,CA,Rose Sparkling (Pinot Noir Varietal),NV,Potter Valley,,Sparkling Cuvee Brut Rose,$35.00,Gold
McFadden,CA,Brut,NV,Mendocino County,,Cuvee Brut,$35.00,Silver
McGrail Family,CA,Sauvignon Blanc/Fume - $28.00 - $30.99,2022,Livermore Valley,,Sauvignon Blanc,$28.00,Silver
McGrail Vineyards,CA,All Other Red Blends: $35.00 and Over,2021,Livermore Valley,Lucky 8 Vineyard,Slainte Red Blend,$39.00,Gold
McGrail Vineyards,CA,Cab Franc - $50.00 & Over,2020,Livermore Valley,Lucky 8 Vineyard,Cabernet Franc,$52.00,Gold
McGrail Vineyards,CA,Dry Rose (Blend) - RS 0 - .099,2022,Livermore Valley,Lucky 8 Vineyard,Kylie Ryan Rose,$28.00,Gold
McGrail Vineyards,CA,Petit Verdot - $46.00 and Over,2020,Livermore Valley,Lucky 8 Vineyards,Petit Verdot,$52.00,Gold
McGrail Vineyards,CA,Red Blend: Cabernet Franc leading blend,2021,Livermore Valley,Lucky 8 Vineyard,Shamus Patrick Red Blend,$46.00,Gold
McGrail Vineyards,CA,Cab Sauv - $45.00 - $49.99,2020,Livermore Valley,Lucky 8 Vineyard Clone 30,Cabernet Sauvignon,$48.00,Silver
McGrail Vineyards,CA,Cab Sauv - $45.00 - $49.99,2020,Livermore Valley,Reserve,Cabernet Sauvignon,$49.00,Silver
McGrail Vineyards,CA,Cab Sauv - $50.00 - $59.99,2020,Livermore Valley,Patriot,Cabernet Sauvignon,$54.00,Silver
McGrail Vineyards,CA,Chardonnay - $36.00 - $39.99,2022,Livermore Valley,Charlie Rae Lucky 8 Vineyards,Chardonnay,$38.00,Silver
McIlroy Cellars,CA,Chardonnay - $40.00 - $45.99,2021,Russian River Valley,Aquarius Ranch Vineyard,Chardonnay,$44.00,Double Gold
McIlroy Cellars,CA,Pinot Noir - $60.00 - $69.99,2021,Russian River Valley,Reserve Vines & Roses Vineyard,Pinot Noir,$65.00,Gold
McIlroy Cellars,CA,Chardonnay - $28.00 - $ 31.99,2022,Russian River Valley,,Chardonnay,$30.00,Silver
McIlroy Cellars,CA,Pinot Noir - $40.00 - $46.99,2022,Russian River Valley,Three Vineyard Blend,Pinot Noir,$42.00,Silver
McIlroy Cellars,CA,Zinfandel - $40.00 - $44.99,2022,Dry Creek Valley,Raymond Burr Vineyard,Zinfandel,$42.00,Silver
McKahn Family Cellars,CA,Viognier $30.00 & Over,2022,Russian River Valley,Caties Corner Vineyard,Viognier,$42.00,Silver
McKahn Wines,CA,Syrah/Shiraz - $45.00 & Over,2021,Los Carneros,,Syrah,$80.00,Double Gold
McKahn Wines,CA,Mourvedre,2021,Sonoma Valley,,Mourvedre,$50.00,Gold
McManis Family Vineyards,CA,Barbera - Up to - $34.99,2020,California,Jamie Lynn Vineyards,Barbera,$11.99,Bronze
McManis Family Vineyards,CA,Brut,NV,California,,Brut,$19.99,Bronze
McManis Family Vineyards,CA,Red Blend: Cab Sauv leading blend - Up to - $29.99,2021,Lodi,,Cabernet Sauvignon,$19.99,Bronze
McManis Family Vineyards,CA,White Blends - Up to - $21.99,2022,River Junction,,Chenin Blanc Viognier,$12.99,Bronze
McManis Family Vineyards,CA,Petite Sirah - Up to - $32.99,2022,Lodi,,Petite Sirah,$11.99,Double Gold
McManis Family Vineyards,CA,Chardonnay - Up to - $13.99,2022,River Junction,,Chardonnay,$11.99,Gold
McManis Family Vineyards,CA,Viognier - Up to - $29.99,2022,River Junction,,Viognier,$11.99,Gold
McManis Family Vineyards,CA,Cab Sauv - Up to - $15.99,2022,Lodi,,Cabernet Sauvignon,$11.99,Silver
McManis Family Vineyards,CA,Merlot - Up to - $22.99,2022,Lodi,,Merlot,$11.99,Silver
McManis Family Vineyards,CA,Pinot Gris/Grigio - Up to - $17.99,2022,River Junction,,Pinot Grigio,$11.99,Silver
McManis Family Vineyards,CA,Pinot Noir - Up to - $17.99,2022,Lodi,,Pinot Noir,$11.99,Silver
McManis Family Vineyards,CA,Red Blend: Petit Verdot leading blend,2021,California,,North Forty Red Wine,$19.99,Silver
McManis Family Vineyards,CA,Zinfandel - Up to - $22.99,2022,Lodi,,Zinfandel,$11.99,Silver
McNab Ridge,CA,Sangiovese - Up to - $39.99,2021,Mendocino County,Family Reserve,Sangiovese,$30.00,Best of Class
McNab Ridge,CA,Syrah/Shiraz - Up to - $34.99,2021,Mendocino County,Family Reserve,Syrah,$30.00,Gold
McNab Ridge,CA,Cab Sauv - $20.00 - $23.99,2020,Mendocino County,,Cabernet Sauvignon,$22.00,Silver
McNab Ridge,CA,Cab Sauv - $31.00 - $35.99,2020,Mendocino County,Largo,Cabernet Sauvignon,$35.00,Silver
McNab Ridge,CA,Red Blend: Zinfandel leading blend - $25.00 and Over,2021,Mendocino County,,District One Red Wine,$30.00,Silver
MEA Wine,CA,Red Blend: Cab Sauv leading blend - $48.00 - $60.99,2020,Adelaida District,,Vision,$52.00,Best of Class
MEA Wine,CA,Red Blend: Syrah leading blend - $36.00 and Over,2020,Adelaida District,,Pintura,$55.00,Gold
MEA Wine,CA,Vermentino,2022,Adelaida District,,Vermentino,$40.00,Gold
MEA Wine,CA,Albarino,2022,Adelaida District,,Albarino,$40.00,Silver
Meadow View Winery,CA,Cab Franc - Up to - $34.99,2021,Lamorinda,Isabelles Vineyard,Cabernet Franc,$30.00,Bronze
Meadow View Winery,CA,Cab Sauv - $28.00 - $30.99,2021,Lamorinda,Isabelles Vineyard,Cabernet Sauvignon,$30.00,Bronze
Meadow View Winery,CA,Red Blend: Syrah leading blend - Up to - $35.99,2020,Lamorinda,,Mary Leighs Blend,$30.00,Gold
Meadow View Winery,CA,Cab Sauv - $28.00 - $30.99,2021,Lamorinda,Hass Vineyard,Cabernet Sauvignon,$30.00,Silver
Meadow View Winery,CA,Red Blend: Sangiovese leading blend,2021,Lamorinda,,Super T,$30.00,Silver
Meadow View Winery,CA,Red Blend: Syrah leading blend - Up to - $35.99,2021,Lamorinda,,Mary Leighs Blend,$30.00,Silver
Meadowcroft Wines,CA,Roussanne,2022,Dry Creek Valley,Wyldvin Vineyard,Roussanne,$36.00,Best of Class
Meadowcroft Wines,CA,Cab Sauv - $100.00 & Over,2020,Stags Leap District,,Cabernet Sauvignon,$125.00,Double Gold
Meadowcroft Wines,CA,Rose Sparkling (Pinot Noir Varietal),NV,Sonoma County,,Blanc de Noirs Rose,$42.00,Double Gold
Meadowcroft Wines,CA,Chardonnay - $32.00 - $35.99,2022,Napa Valley; Carneros,,Chardonnay,$35.00,Gold
Meadowcroft Wines,CA,Pinot Noir - $40.00 - $46.99,2022,Russian River Valley,,Pinot Noir,$42.00,Gold
Meadowcroft Wines,CA,Sangiovese - $40.00 and Over,2021,Knights Valley,Speedy Creek Vineyard,Sangiovese,$55.00,Gold
Meadowcroft Wines,CA,Cab Sauv - $100.00 & Over,2020,Rutherford,,Cabernet Sauvignon,$125.00,Silver
Meadowcroft Wines,CA,Cab Sauv - $60.00 - $69.99,2021,Napa Valley,,Cabernet Sauvignon,$65.00,Silver
Meadowcroft Wines,CA,Malbec - $39.00 & Over,2020,Clements Hills,Cru de La Ruche,Malbec,$40.00,Silver
Meadowcroft Wines,CA,Pinot Blanc,2022,Mendocino County,Rivino Vineyard,Pinot Blanc,$32.00,Silver
Medeiros Family Wines,CA,Barbera - Up to - $34.99,2020,El Dorado; Fair Play,,Barbera,$32.00,Bronze
Medeiros Family Wines,CA,Red Blend: Cab Sauv leading blend - $30.00 - $39.99,2020,Santa Clara Valley,,Saudade,$36.00,Bronze
Medeiros Family Wines,CA,Cab Sauv - $36.00 - $39.99,2020,Fair Play,,Cabernet Sauvignon,$36.00,Silver
Medeiros Family Wines,CA,Zinfandel - $29.00 - $34.99,2020,El Dorado; Fair Play,,Zinfandel,$32.00,Silver
Medeiros Family Wines,CA,Zinfandel - $35.00 - $39.99,2020,El Dorado; Fair Play,Roque Norte,Zinfandel,$36.00,Silver
Meiomi Wines,NY,Pinot Noir - $18.00 - $23.99,2021,California,,Pinot Noir,$22.00,Silver
Meiomi Wines,NY,Red Blend: Syrah leading blend - Up to - $35.99,2021,California,,Red Blend,$22.00,Silver
Mengler Family Wines,CA,Red Blend: Zinfandel leading blend - $25.00 and Over,2017,Russian River Valley,Alegria Vineyards,Ritas Block,$65.00,Bronze
Mengler Family Wines,CA,Chardonnay - $32.00 - $35.99,2022,Alexander Valley,Stuhlmuller Vineyards - Block 8 - Christines Selection,Chardonnay,$32.00,Silver
Mengler Family Wines,CA,Dolcetto,2018,Russian River Valley,Alegria Vineyards,Dolcetto,$45.00,Silver
Mengler Family Wines,CA,Sangiovese - $40.00 and Over,2019,Russian River Valley,Alegria Vineyards,Sangiovese,$45.00,Silver
Mercer Brothers,WA,Cab Sauv - $16.00 - $19.99,2020,Horse Heaven Hills,,Cabernet Sauvignon,$19.99,Gold
Mercer Estates,WA,Grenache - $35.00 and Over,2019,Horse Heaven Hills,,Grenache,$35.00,Gold
Mercer Estates,WA,Merlot - $30.00 - $39.99,2019,Horse Heaven Hills,Mercer Small Lot,Merlot,$35.00,Gold
Mercer Estates,WA,Cab Sauv - $31.00 - $35.99,2020,Horse Heaven Hills,Mercer Small Lot,Cabernet Sauvignon,$35.00,Silver
Mercer Estates Winery,WA,Cab Sauv - $70.00 - $79.99,2019,Horse Heaven Hills,Mercer Reserve Cavalie 7,Cabernet Sauvignon,$75.00,Gold
Merriam Vineyards,CA,Cab Sauv - $36.00 - $39.99,2020,Russian River Valley,,Cabernet Sauvignon,$38.00,Gold
Merriam Vineyards,CA,Cab Sauv - $60.00 - $69.99,2020,Russian River Valley,Windacre Vineyard,Cabernet Sauvignon,$60.00,Gold
Merriam Vineyards,CA,Cab Sauv - $80.00 - $99.99,2019,Rockpile,Gloeckner-Turner Ranch,Cabernet Sauvignon,$88.00,Gold
Merriam Vineyards,CA,Chardonnay - $32.00 - $35.99,2022,Russian River Valley,,Chardonnay,$34.00,Gold
Merriam Vineyards,CA,Merlot - 40.00 & Over,2020,Russian River Valley,Windacre Vineyard,Merlot,$54.00,Gold
Merriam Vineyards,CA,Pinot Noir - $35.00 - $39.99,2021,Russian River Valley,,Pinot Noir,$38.00,Gold
Merriam Vineyards,CA,Pinot Noir - $55.00 - $59.99,2022,Russian River Valley,Eastside Estate Vineyard,Pinot Noir,$56.00,Gold
Merriam Vineyards,CA,Pinot Noir - $55.00 - $59.99,2021,Russian River Valley,Dianas Vineyard,Pinot Noir,$56.00,Gold
Merriam Vineyards,CA,Red Blend: Cab Sauv leading blend - $30.00 - $39.99,2021,Russian River Valley,,Red Blend,$38.00,Gold
Merriam Vineyards,CA,Cab Franc - $50.00 & Over,2021,Russian River Valley,Windacre Vineyard,Cabernet Franc,$60.00,Silver
Merriam Vineyards,CA,Cab Sauv - $60.00 - $69.99,2019,Russian River Valley,Windacre Vineyard,Cabernet Sauvignon,$60.00,Silver
Merriam Vineyards,CA,Chardonnay - $28.00 - $ 31.99,2022,Sonoma Coast,,Chardonnay,$30.00,Silver
Merriam Vineyards,CA,Chardonnay - $46.00 & Over,2021,Russian River Valley,,Chardonnay,$46.00,Silver
Merriam Vineyards,CA,Malbec - $39.00 & Over,2020,Alexander Valley,Lower Pond Vineyard,Malbec,$54.00,Silver
Merriam Vineyards,CA,Sauvignon Blanc/Fume - $31.00 and over,2022,Russian River Valley,Danielles Estate Vineyard,Sauvignon Blanc,$42.00,Silver
Merriam Vineyards,CA,Sauvignon Blanc/Fume - $31.00 and over,2022,Russian River Valley,Eastside Estate Vineyard,Sauvignon Blanc,$42.00,Silver
Mersenne,CA,Pinot Noir - $47.00 - $49.99,2022,Russian River Valley,,Pinot Noir,$47.00,Double Gold
Mersenne,CA,Cab Sauv - $80.00 - $99.99,2019,Napa Valley; Rutherford,,Cabernet Sauvignon,$99.00,Gold
Mersenne,CA,Merlot - 40.00 & Over,2020,Napa Valley; Rutherford,,Merlot,$79.00,Silver
Messina Hof Winery,TX,Chenin Blanc,2022,Texas High Plains,Lepard Vineyard,Chenin Blanc,$18.99,Bronze
Messina Hof Winery,TX,Tempranillo - $40.00 & Over,2020,Texas High Plains,Paulo,Tempranillo,$60.00,Gold
Messina Hof Winery,TX,All Other Red Blends: $35.00 and Over,2021,Texas High Plains,,Bonarrigo Family Heritage Reserve,$40.00,Silver
Messina Hof Winery,TX,All Other Red Blends; Up to $34.99,NV,Texas High Plains,,Texas Hold em Red Blend,$12.99,Silver
Messina Hof Winery,TX,Merlot - Up to - $22.99,2020,Texas High Plains,,Merlot,$18.99,Silver
Messina Hof Winery,TX,Port - $33.00 and Over,NV,Texas,Lenoir,Tawny Port,$60.00,Silver
Messina Hof Winery,TX,Red Blend: Cab Sauv leading blend - $48.00 - $60.99,2020,Texas High Plains,,Paulo Blend,$60.00,Silver
Messina Hof Winery,TX,Red Blend: Mourvedre leading blend,2021,Texas High Plains,,GSM,$18.99,Silver
Messina Hof Winery,TX,Riesling - Medium Dry 1.0 - 2.00 RS,2022,Texas High Plains,Father and Son Cuvee,Riesling,$9.99,Silver
Messina Hof Winery,TX,Sagrantino,2020,Texas High Plains,,Sagrantino,$35.00,Silver
Messina Hof Winery,TX,Sangiovese - Up to - $39.99,2020,Texas High Plains,Artist Series,Sangiovese,$16.00,Silver
Messina Hof Winery,TX,Tempranillo - Up to - $39.99,2020,Texas High Plains,,Tempranillo,$25.00,Silver
Messina Hof Winery,TX,White Blends - $22.00 - $29.99,2022,Texas High Plains,,Bonarrigo Family Heritage Select,$25.00,Silver
Mettler Family Vineyards,CA,Red Blend: Zinfandel leading blend - Up to - $24.99,NV,Lodi,,Copacetic,$19.99,Best of Class
Mettler Family Vineyards,CA,Cab Sauv - $24.00 - $27.99,2020,Lodi,,Cabernet Sauvignon,$24.99,Gold
Mettler Family Vineyards,CA,Petite Sirah - Up to - $32.99,2020,Lodi,,Petite Sirah,$24.99,Gold
Mettler Family Vineyards,CA,Albarino,2022,Lodi,,Albarino,$19.99,Silver
Mettler Family Vineyards,CA,Zinfandel - $23.00 - $28.99,2020,Lodi,Old Vine Epicenter,Zinfandel,$24.99,Silver
Metz Road,CA,Pinot Noir - $35.00 - $39.99,2021,Monterey,Riverview Vineyard,Pinot Noir,$36.99,Gold
Metz Road,CA,Chardonnay - $36.00 - $39.99,2021,Monterey,Riverview Vineyard,Chardonnay,$36.99,Silver
Meyer Family Cellars,CA,Chardonnay - $36.00 - $39.99,2022,Anderson Valley,Elke Vineyard,Chardonnay,$36.00,Gold
Meyer Family Cellars,CA,Syrah/Shiraz - $45.00 & Over,2019,Yorkville Highlands,High Ground,Syrah,$48.00,Gold
Meyer Family Cellars,CA,Cab Sauv - $60.00 - $69.99,2021,Oakville,Fluffy Billows,Cabernet Sauvignon,$60.00,Silver
Meyer Family Cellars,CA,Cab Sauv - $60.00 - $69.99,2021,Oakville,Spitfire Cabernet,Cabernet Sauvignon,$60.00,Silver
Meyer Family Cellars,CA,Pinot Noir - $40.00 - $46.99,2022,Anderson Valley,The AV Way,Pinot Noir,$40.00,Silver
Meyer Family Cellars,CA,Syrah/Shiraz - Up to - $34.99,2021,Yorkville Highlands,,Syrah,$30.00,Silver
MFV Winery,CA,Barbera - Up to - $34.99,2020,Amador County,The Villa,Barbera,$27.00,Silver
MFV Winery,CA,Zinfandel - $23.00 - $28.99,2020,Amador County,Lazy Larry,Zinfandel,$27.00,Silver
Mi Sue??o Winery,CA,Cab Sauv - $100.00 & Over,2020,Mt Veeder,Lynns Vineyard,Cabernet Sauvignon,$105.00,Double Gold
Mi Sue??o Winery,CA,Syrah/Shiraz - $45.00 & Over,2020,Napa Valley,,Syrah,$65.00,Double Gold
Mi Sue??o Winery,CA,Cab Sauv - $100.00 & Over,2020,Rutherford,Dos Suenos Vineyard,Cabernet Sauvignon,$125.00,Gold
Mi Sue??o Winery,CA,Cab Sauv - $80.00 - $99.99,2020,Napa Valley,,Cabernet Sauvignon,$85.00,Gold
Mi Sue??o Winery,CA,Pinot Noir - $60.00 - $69.99,2021,Russian River Valley,,Pinot Noir,$65.00,Gold
Mi Sue??o Winery,CA,Cab Sauv - $100.00 & Over,2020,Coombsville,Mama Ester,Cabernet Sauvignon,$105.00,Silver
Mia Bea Wines,CA,Pinot Noir - $24.00 - $28.99,2022,Mendocino County,,Pinot Noir,$26.50,Gold
Mia Bea Wines,CA,Chardonnay - $23.00 - $27.99,2022,Mendocino County,,Chardonnay,$23.50,Silver
Mia Marie,CA,Malbec - $39.00 & Over,2021,San Diego County,,Malbec,$60.00,Double Gold
Mia Marie,CA,Cab Sauv - $70.00 - $79.99,2020,San Diego County,,Cabernet Sauvignon,$70.00,Silver
Mia Marie,CA,Petite Sirah - $47.00 & Over,2021,San Diego County,,Petite Sirah,$65.00,Silver
Michael Angelo's Winery,OH,Dry/Semi-Sweet Rose (one varietal)--RS >1.00 and more,2022,Ohio,,Rose,$29.00,Best of Class
Michael Angelo's Winery,OH,Cab Sauv - $70.00 - $79.99,2021,American,Reserve,Cabernet Sauvignon,$75.00,Bronze
Michael Angelo's Winery,OH,Sangiovese - Up to - $39.99,2022,Ohio,,Sangiovese,$38.00,Bronze
Michael Angelo's Winery,OH,Blanc de Blancs,2022,Ohio,,Blanc de Blancs,$32.00,Double Gold
Michael Angelo's Winery,OH,Cab Sauv - $45.00 - $49.99,2021,Ohio,Sagebrush,Cabernet Sauvignon,$49.00,Gold
Michael Angelo's Winery,OH,Riesling - Medium Dry 1.0 - 2.00 RS,2022,Ohio,,Riesling,$29.00,Gold
Michael Angelo's Winery,OH,Cab Sauv - $45.00 - $49.99,2022,Ohio,Wild Flour,Cabernet Sauvignon,$49.00,Silver
Michael Angelo's Winery,OH,Other Sparkling,2022,Ohio,,Sparkling Moscato,$34.00,Silver
Michael Angelo's Winery,OH,Pinot Gris/Grigio - $18.00 & Over,2022,Ohio,,Pinot Grigio,$29.00,Silver
Michael Angelo's Winery,OH,Pinot Noir - $40.00 - $46.99,2021,Ohio,,Pinot Noir,$46.00,Silver
Michael Angelo's Winery,OH,Rose Sparkling (Pinot Noir Varietal),2022,Ohio,,Sparkling Rose,$32.00,Silver
Michael Angelo's Winery,OH,Sauvignon Blanc/Fume - $28.00 - $30.99,2022,Ohio,,Sauvignon Blanc,$29.00,Silver
Michael David,CA,Chardonnay - $23.00 - $27.99,2022,Lodi,,Chardonnay,$24.00,Gold
Michael David,CA,Dry Rose (Blend) - RS .1 -..299,2022,Lodi,,Rose,$20.00,Gold
Michael David,CA,Cab Sauv - $31.00 - $35.99,2021,Lodi,,Cabernet Sauvignon,$32.00,Silver
Michael David,CA,Sauvignon Blanc/Fume - $17.00 - $21.99,2022,Lodi,,Sauvignon Blanc,$20.00,Silver
Middle Jane,TX,Cab Sauv - $36.00 - $39.99,2022,Mendocino County,,Cabernet Sauvignon,$38.00,Silver
Middle Jane,TX,Chardonnay - $36.00 - $39.99,2022,Mendocino County,,Chardonnay,$39.00,Silver
Mikami Vineyards,CA,Petite Sirah - $39.00 - $46.99,2021,Lodi,,Petite Sirah,$39.00,Gold
Mikami Vineyards,CA,Red Blend: Grenache leading blend,2021,Lodi,,GSM,$42.00,Gold
Mikami Vineyards,CA,Zinfandel - $40.00 - $44.99,2021,Lodi,,Zinfandel,$42.00,Gold
Milliaire Winery,CA,Touriga Nacional,2020,Calaveras County,,Touriga Nacional,$28.00,Best of Class
Milliaire Winery,CA,Zinfandel - $29.00 - $34.99,2020,Mokelumne River,Rous,Zinfandel,$30.00,Best of Class
Milliaire Winery,CA,Alicante Bouschet,2020,Calaveras County,Alley Cat,Alicante Bouschet,$30.00,Bronze
Milliaire Winery,CA,Cab Sauv - $28.00 - $30.99,2020,Calaveras County,Triumph,Cabernet Sauvignon,$30.00,Bronze
Milliaire Winery,CA,Zinfandel - $23.00 - $28.99,2021,Amador County,Clockspring,Zinfandel,$28.00,Bronze
Milliaire Winery,CA,Zinfandel - $23.00 - $28.99,2020,Calaveras County,Old Vine,Zinfandel,$28.00,Bronze
Milliaire Winery,CA,Zinfandel - $23.00 - $28.99,2019,Calaveras County,Ghirardelli,Zinfandel,$28.00,Bronze
Milliaire Winery,CA,Zinfandel - $23.00 - $28.99,2019,Calaveras County,Old Vine,Zinfandel,$28.00,Bronze
Milliaire Winery,CA,Malbec - Up to - $38.99,2020,Calaveras County,,Malbec,$26.00,Gold
Milliaire Winery,CA,Merlot - $23.00 - $29.99,2021,Calaveras County,Dogtown,Merlot,$28.00,Gold
Milliaire Winery,CA,Barbera - Up to - $34.99,2020,Calaveras County,,Barbera,$30.00,Silver
Milliaire Winery,CA,Cab Sauv - $20.00 - $23.99,2021,Calaveras County,,Cabernet Sauvignon,$20.00,Silver
Milliaire Winery,CA,Cab Sauv - $20.00 - $23.99,2020,Calaveras County,,Cabernet Sauvignon,$20.00,Silver
Milliaire Winery,CA,Cab Sauv - $28.00 - $30.99,2021,Adelaida District,Triumph,Cabernet Sauvignon,$30.00,Silver
Milliaire Winery,CA,Malbec - Up to - $38.99,2021,Calaveras County,,Malbec,$26.00,Silver
Milliaire Winery,CA,Petite Sirah - Up to - $32.99,2020,Calaveras County,Eagles Nest,Petite Sirah,$28.00,Silver
Milliaire Winery,CA,Pinot Noir - $24.00 - $28.99,2020,Mokelumne River,,Pinot Noir,$28.00,Silver
Milliaire Winery,CA,Red Dessert - RS >3.5,2020,Calaveras County,Roberts Cuvee,Late Harvest Zinfandel,$28.00,Silver
Milliaire Winery,CA,Red Dessert - RS >3.5,2019,Calaveras County,Roberts Cuvee,Late Harvest Zinfandel,$28.00,Silver
Milliaire Winery,CA,Syrah/Shiraz - Up to - $34.99,2021,Calaveras County,,Syrah,$28.00,Silver
Milliaire Winery,CA,Zinfandel - $23.00 - $28.99,2020,Amador County,Clockspring,Zinfandel,$28.00,Silver
Milliaire Winery,CA,Zinfandel - $23.00 - $28.99,2020,Calaveras County,Ghirardelli,Zinfandel,$28.00,Silver
Miraflores Winery,CA,Red Blend: Syrah leading blend - Up to - $35.99,2020,El Dorado,,Estate Clone,$34.00,Best of Class
Miraflores Winery,CA,Barbera - Up to - $34.99,2020,El Dorado,Estate,Barbera,$32.00,Silver
Miraflores Winery,CA,Cab Sauv - $31.00 - $35.99,2020,El Dorado,,Cabernet Sauvignon,$34.00,Silver
Miraflores Winery,CA,Chardonnay - $28.00 - $ 31.99,2022,Calaveras County,,Chardonnay,$30.00,Silver
Miraflores Winery,CA,Petite Sirah - Up to - $32.99,2019,El Dorado,,Petite Sirah,$32.00,Silver
Miro,CA,Cab Sauv - $40.00 - $44.99,2021,Pine Mountain-Cloverdale Peak,Pine Mountain Vineyard,Cabernet Sauvignon,$44.00,Double Gold
Miro,CA,Grenache - Up to - $34.99,2021,Mendocino,Cuvee Sasha Chevalier Vineyard,Grenache,$24.00,Double Gold
Miro,CA,Pinot Noir - $29.00 - $34.99,2021,Russian River Valley,,Pinot Noir,$32.00,Double Gold
Miro,CA,Cab Sauv - $28.00 - $30.99,2021,Chalk Hill,Hitchcock,Cabernet Sauvignon,$28.00,Gold
Miro,CA,Chardonnay - $28.00 - $ 31.99,2022,Russian River Valley,Olivet Ranch Vineyard,Chardonnay,$28.00,Gold
Miro,CA,Cab Sauv - $28.00 - $30.99,2021,Alexander Valley,a CURE eSTATE Vineyard,Cabernet Sauvignon,$28.00,Silver
Miro,CA,Zinfandel - $23.00 - $28.99,2021,Fountaingrove District,Miro Bastoni Vineyard,Zinfandel,$28.00,Silver
Miro,CA,Zinfandel - $23.00 - $28.99,2021,Dry Creek Valley,Wolcott-Bevill,Zinfandel,$28.00,Silver
Misfits & Mavens,CA,Pinot Noir - Up to - $17.99,2022,California,,Pinot Noir,$16.00,Gold
Misfits & Mavens,CA,Cab Sauv - $16.00 - $19.99,2022,California,,Cabernet Sauvignon,$16.00,Silver
Mission Peak Wine,CA,Pinot Noir - $40.00 - $46.99,2021,San Francisco Bay,Reserve,Pinot Noir,$44.00,Best of Class
Mission Peak Wine,CA,Dry Rose (one varietal) - RS .001 - .099,2022,San Francisco Bay,,Rose,$29.00,Bronze
Mission Peak Wine,CA,Pinot Noir - $29.00 - $34.99,2021,San Francisco Bay,,Pinot Noir,$31.00,Bronze
Mission Peak Wine,CA,Sauvignon Blanc/Fume - $31.00 and over,2022,San Francisco Bay,,Sauvignon Blanc,$34.00,Bronze
Mission Peak Wine,CA,Cab Sauv - $80.00 - $99.99,2020,San Francisco Bay,,Cabernet Sauvignon,$81.00,Gold
Mission Peak Wine,CA,Pinot Noir - $29.00 - $34.99,2020,San Francisco Bay,,Pinot Noir,$34.00,Gold
Mission Peak Wine,CA,Dry Rose (one varietal) - RS .001 - .099,2022,San Francisco Bay,,White Pinot Noir,$42.00,Silver
Mission Peak Wine,CA,Syrah/Shiraz - $45.00 & Over,2020,San Francisco Bay,,Syrah,$51.00,Silver
Misson,CA,Merlot - $23.00 - $29.99,2016,Livermore Valley,,Merlot,$29.99,Gold
Misson,CA,Cab Sauv - $16.00 - $19.99,2018,Livermore Valley,,Cabernet Sauvignon,$19.99,Silver
Misson,CA,Cab Sauv - $16.00 - $19.99,2019,Livermore Valley,,Cabernet Sauvignon,$19.99,Silver
Misson,CA,Dry Rose (one varietal ) - RS .1 - .299,2018,Livermore Valley,,Rose Wine,$19.99,Silver
Mogollon Vineyards,AZ,Barbera - $35.00 and Over,2020,Arizona; Yavapai County,Reserve,Barbera,$60.00,Gold
Mogollon Vineyards,AZ,Riesling - Sweet - >4.1 RS (not late Harvest Dessert),2022,Willcox,Patricia Lee,Riesling,$34.00,Gold
Mogollon Vineyards,AZ,Mourvedre,2020,Willcox,,Mourvedre,$38.00,Silver
Mogollon Vineyards,AZ,Petite Sirah - $39.00 - $46.99,2020,Willcox,,Petite Sirah,$46.00,Silver
Mogollon Vineyards,AZ,Pinot Gris/Grigio - $18.00 & Over,2022,Willcox,,Pinot Grigio,$32.00,Silver
Mom Jeans,ID,White Blends - Up to - $21.99,NV,Yakima County,,Blend,$17.99,Gold
Mom Jeans,ID,Dry Rose (one varietal - RS .3 - .99,NV,Columbia Valley,,Rose Wine,$17.99,Silver
Mom Jeans,ID,Red Blend: Cab Sauv leading blend - Up to - $29.99,NV,Snake River Valley,,Red Wine,$19.99,Silver
Moniz Family Wines,CA,Red Blend: Cab Sauv leading blend - Up to - $29.99,2022,Sonoma County,Cuvee Alexandra,Bordeaux Blend,$19.99,Bronze
Moniz Family Wines,CA,Red Blend: Cab Sauv leading blend - Up to - $29.99,2022,Sonoma County,Cuvee Olivia,Bordeaux Blend,$19.99,Silver
Monroy Wines,CA,Sauvignon Blanc/Fume - $31.00 and over,2022,Fountaingrove District,,Sauvignon Blanc,$34.00,Silver
